Number of Teams,Recharge Rate,Game ID,Laser Damage,Special Damage,Map,Game Mode,Date,Player Count,Referee
2,High,12721,Normal,Normal,CTA-Joy,Normal,2016-08-11 00:44:00,8,Atomos
2,High,12722,Normal,Normal,CTA-Joy,Normal,2016-08-11 01:40:00,10,Atomos
2,High,12723,Normal,Normal,CTA-Joy,Normal,2016-08-11 19:54:00,8,Atomos
2,High,12724,Normal,Normal,CTA-Joy,Normal,2016-08-11 20:16:00,6,Atomos
2,High,12725,Normal,Normal,CTA-Joy,Normal,2016-08-11 20:46:00,8,Atomos
2,Normal,12726,Normal,Normal,CTA-Tribal,Normal,2016-08-11 21:09:00,10,Atomos
2,High,12727,Normal,Normal,CTA-Joy,Normal,2016-08-11 21:33:00,10,Atomos
2,High,12728,Normal,Normal,CTA-Joy,Normal,2016-08-11 23:01:00,10,tits
2,High,12729,Normal,Normal,CTA-Joy,Normal,2016-08-12 00:57:00,10,spliff
2,Normal,12730,Normal,Normal,CTA-Tribal,Normal,2016-08-12 01:32:00,12,spliff
2,High,12731,Normal,Normal,CTA-Joy,Normal,2016-08-12 02:00:00,10,Atomos
2,High,12732,Normal,Normal,CTA-Joy,Normal,2016-08-12 02:29:00,6,Atomos
2,Normal,12733,Normal,Normal,CTA-BFD,Normal,2016-08-12 02:52:00,6,Atomos
2,High,12734,Normal,Normal,CTA-Joy,Normal,2016-08-12 03:16:00,6,Atomos
2,High,12735,Normal,Normal,CTA-Joy,Normal,2016-08-12 03:49:00,4,Atomos
2,Normal,12736,Normal,Normal,CTA-BFD,Normal,2016-08-12 04:17:00,4,Atomos
2,High,12737,Normal,Normal,CTA-Joy,Normal,2016-08-12 04:50:00,4,spliff
2,Recharge Rate:,12738,Laser Damage:,Special Damage:,CTA-Trenches,Normal,2016-08-12 22:37:00,10,Atomos
2,High,12739,Normal,Normal,CTA-Joy,Normal,2016-08-12 23:07:00,10,Atomos
2,Normal,12740,Normal,Normal,CTA-Tribal,Normal,2016-08-12 23:34:00,10,Atomos
2,High,12741,Normal,Normal,StraightStrokin,Normal,2016-08-13 00:05:00,10,Atomos
2,High,12742,Normal,Normal,CTA-Joy,Normal,2016-08-13 00:31:00,8,Atomos
2,High,12743,Normal,Normal,CTA-Chirp,Normal,2016-08-13 01:03:00,6,southpaw
2,Normal,12744,Normal,Normal,essence,Normal,2016-08-13 01:31:00,6,southpaw
2,Recharge Rate:,12745,Laser Damage:,Special Damage:,Crowded.1,Normal,2016-08-13 01:56:00,10,southpaw
2,Very High,12746,Normal,Normal,Money-Regen,Assassin,2016-08-13 02:25:00,8,southpaw
2,Very High,12747,Normal,Normal,OneFlagV5.2,Normal,2016-08-13 02:50:00,4,southpaw
2,High,12748,High,Normal,CTA-Entice,Normal,2016-08-13 03:17:00,4,southpaw
2,Normal,12749,Normal,Normal,CTA-BFD,Normal,2016-08-13 03:57:00,4,southpaw
2,High,12750,Normal,Normal,CTA-Joy,Normal,2016-08-13 21:02:00,6,springguy
2,Normal,12751,Normal,Normal,CTA-BFD,Normal,2016-08-13 21:24:00,10,springguy
2,High,12752,Normal,Normal,CTA-Joy,Normal,2016-08-13 21:51:00,10,Atomos
2,Normal,12753,Normal,Normal,CTA-Tribal,Normal,2016-08-13 22:17:00,10,Atomos
2,Recharge Rate:,12754,Laser Damage:,Special Damage:,CTA-Bait,Normal,2016-08-13 22:40:00,14,Atomos
2,High,12755,Normal,Normal,CTA-Gamma,Normal,2016-08-13 23:04:00,14,Atomos
2,High,12756,Normal,Normal,CTA-Joy,Normal,2016-08-14 00:54:00,8,Atomos
2,High,12757,Normal,Normal,CTA-Joy,Normal,2016-08-14 01:33:00,8,Atomos
2,High,12758,Normal,Normal,CTA-Joy,Normal,2016-08-14 22:30:00,8,Atomos
2,Normal,12759,Normal,Normal,CTA-Tribal,Normal,2016-08-14 23:19:00,14,Atomos
2,High,12760,Normal,Normal,CTA-Mu,Normal,2016-08-14 23:49:00,14,Atomos
,,12761,,,,,,,
2,Normal,12762,Normal,Normal,CTA-Stank,Normal,2016-08-15 03:38:00,4,spliff
2,High,12763,Normal,Normal,CTA-Joy,Normal,2016-08-15 20:43:00,8,Atomos
2,High,12764,Normal,Normal,CTA-Joy,Normal,2016-08-15 21:06:00,8,Atomos
2,Normal,12765,Normal,Normal,CTA-Tribal,Normal,2016-08-15 21:33:00,8,Genocide
2,Recharge Rate:,12766,Laser Damage:,Special Damage:,CTA-GG_Remix,Normal,2016-08-15 22:07:00,10,springguy
2,High,12767,Normal,Normal,CTA-Joy,Normal,2016-08-15 22:42:00,10,Atomos
,,12768,,,,,,,
2,High,12769,Normal,Normal,CTA-Joy,Normal,2016-08-15 23:14:00,8,Atomos
2,Normal,12770,Normal,Normal,CTA-BFD,Normal,2016-08-15 23:37:00,8,Atomos
2,High,12771,Normal,Normal,CTA-Joy,Normal,2016-08-16 00:08:00,6,Atomos
2,High,12772,Normal,Normal,CTA-Insight,Normal,2016-08-16 00:32:00,8,Atomos
2,High,12773,Normal,Normal,CTA-Joy,Normal,2016-08-16 01:09:00,10,tengo
2,High,12774,Normal,Normal,CTA-Joy,Normal,2016-08-16 01:48:00,8,Atomos
2,High,12775,Normal,Normal,CTA-Joy,Normal,2016-08-16 02:28:00,8,tengo
2,High,12776,Normal,Normal,CTA-Joy,Normal,2016-08-16 02:55:00,10,Atomos
2,High,12777,Normal,Normal,CTA-Joy,Normal,2016-08-16 03:45:00,6,tengo
,,12778,,,,,,,
2,High,12779,Normal,Normal,CTA-Joy,Normal,2016-08-16 21:26:00,8,Atomos
2,High,12780,Normal,Normal,CTA-Joy,Normal,2016-08-16 21:52:00,10,Atomos
2,Normal,12781,Normal,Normal,CTA-Tribal,Normal,2016-08-16 22:16:00,10,Atomos
2,Recharge Rate:,12782,Laser Damage:,Special Damage:,CTA-Trenches,Normal,2016-08-16 22:53:00,10,Atomos
2,High,12783,High,Normal,CTA-Entice,Normal,2016-08-16 23:22:00,10,Atomos
2,High,12784,Normal,Normal,CTA-Joy,Normal,2016-08-16 23:44:00,10,Atomos
2,Recharge Rate:,12785,Laser Damage:,Special Damage:,CrowdedAssassin,Assassin,2016-08-17 00:01:00,8,Atomos
2,Recharge Rate:,12786,Laser Damage:,Special Damage:,CTA-Joy-Assassin,Assassin,2016-08-17 00:28:00,10,Atomos
2,High,12787,Normal,Normal,CTA-Joy,Normal,2016-08-17 01:07:00,10,Atomos
2,Normal,12788,Normal,Normal,CTA-BFD,Normal,2016-08-17 01:32:00,8,Atomos
2,High,12789,Normal,Normal,CTA-Joy,Normal,2016-08-17 01:52:00,8,Atomos
2,High,12790,Normal,Normal,CTA-Joy,Normal,2016-08-17 02:12:00,8,Atomos
2,High,12791,Normal,Normal,CTA-Joy,Normal,2016-08-17 02:39:00,8,spliff
2,High,12792,Normal,Normal,CTA-Joy,Normal,2016-08-17 03:19:00,6,tengo
2,Normal,12793,Normal,Normal,CTA-BFD,Normal,2016-08-17 03:49:00,4,Atomos
2,High,12794,Normal,Normal,CTA-Joy,Normal,2016-08-17 21:06:00,8,Atomos
2,High,12795,Normal,Normal,CTA-Joy,Normal,2016-08-17 21:37:00,10,Atomos
2,High,12796,Normal,Normal,CTA-Joy,Normal,2016-08-17 22:22:00,10,Atomos
2,Normal,12797,Normal,Normal,CTA-Tribal,Normal,2016-08-17 22:54:00,12,Atomos
2,Recharge Rate:,12798,Laser Damage:,Special Damage:,cornerbase,Normal,2016-08-17 23:24:00,8,Atomos
2,Recharge Rate:,12799,Laser Damage:,Special Damage:,Stasis,Normal,2016-08-17 23:45:00,12,Atomos
2,Recharge Rate:,12800,Laser Damage:,Special Damage:,CastleWars2012,Normal,2016-08-18 00:16:00,14,Atomos
2,Recharge Rate:,12801,Laser Damage:,Special Damage:,CrowdedAssassin,Assassin,2016-08-18 00:39:00,14,Atomos
,,12802,,,,,,,
,,12803,,,,,,,
2,High,12804,Normal,Normal,CTA-Joy,Normal,2016-08-18 01:15:00,8,Atomos
2,High,12805,Normal,Normal,CTA-Joy,Normal,2016-08-18 01:37:00,6,Atomos
2,High,12806,Normal,Normal,CTA-Gamma,Normal,2016-08-18 02:19:00,14,Atomos
2,Recharge Rate:,12807,Laser Damage:,Special Damage:,CTA-Trenches,Normal,2016-08-18 02:44:00,12,Atomos
2,Recharge Rate:,12808,Laser Damage:,Special Damage:,CTA-Joy-Assassin,Assassin,2016-08-18 03:15:00,12,Atomos
2,Very High,12809,High,Normal,CTA-BaitOrSwitch,Normal,2016-08-18 04:01:00,10,spliff
2,High,12810,Normal,Normal,CTA-Joy,Normal,2016-08-18 04:30:00,10,Atomos
2,High,12811,Normal,Normal,CTA-Joy,Normal,2016-08-18 05:06:00,6,Atomos
2,Normal,12812,Normal,Normal,CTA-Tribal,Normal,2016-08-18 23:17:00,10,Venture
2,High,12813,Normal,Normal,CTA-Gamma,Normal,2016-08-18 23:51:00,10,Masta
2,High,12814,Normal,Normal,CTA-Joy,Normal,2016-08-19 01:37:00,8,tengo
2,High,12815,Normal,Normal,CTA-Joy,Normal,2016-08-19 02:10:00,8,tengo
2,High,12816,Normal,Normal,CTA-Joy,Normal,2016-08-19 21:04:00,8,Genocide
2,High,12817,Normal,Normal,CTA-Chirp,Normal,2016-08-19 21:30:00,6,Genocide
2,High,12818,Normal,Normal,CTA-Joy,Normal,2016-08-19 23:06:00,10,Atomos
2,Very High,12819,High,High,StrongholdNODHT,Normal,2016-08-19 23:46:00,10,Venture
2,High,12820,Normal,Normal,CTA-Joy,Normal,2016-08-20 00:41:00,8,tengo
2,High,12821,Normal,Normal,CTA-Joy,Normal,2016-08-20 01:10:00,8,Atomos
2,High,12822,Normal,Normal,CTA-Joy,Normal,2016-08-20 01:36:00,10,Atomos
2,High,12823,Normal,Normal,CTA-Joy,Normal,2016-08-20 02:01:00,8,Atomos
2,High,12824,Normal,Normal,CTA-Joy,Normal,2016-08-20 23:23:00,6,Atomos
2,High,12825,Normal,Normal,CTA-Joy,Normal,2016-08-20 23:53:00,10,Atomos
2,High,12826,Normal,Normal,CTA-Joy,Normal,2016-08-21 00:33:00,10,Atomos
2,High,12827,Normal,Normal,CTA-Joy,Normal,2016-08-21 00:57:00,8,Atomos
2,Normal,12828,Normal,Normal,CTA-BFD,Normal,2016-08-21 01:23:00,10,Atomos
2,High,12829,Normal,Normal,CTA-Joy,Normal,2016-08-21 01:46:00,10,Atomos
,,12830,,,,,,,
2,Normal,12831,Normal,Normal,CTA-Tribal,Normal,2016-08-21 02:30:00,8,Venture
2,High,12832,Normal,Normal,CTA-Joy,Normal,2016-08-21 20:50:00,6,Atomos
2,High,12833,Normal,Normal,CTA-Joy,Normal,2016-08-21 21:15:00,10,Atomos
2,Normal,12834,Normal,Normal,CTA-Tribal,Normal,2016-08-21 21:40:00,12,Atomos
2,High,12835,Normal,Normal,CTA-Joy,Normal,2016-08-21 22:31:00,10,Atomos
2,High,12836,Normal,Normal,CTA-Joy,Normal,2016-08-21 23:09:00,8,tengo
2,Very High,12837,High,Normal,CTA-BaitOrSwitch,Normal,2016-08-21 23:42:00,12,spliff
2,High,12838,Normal,Normal,CTA-Strokin,Normal,2016-08-22 00:14:00,8,spliff
2,High,12839,Normal,Normal,CTA-Joy,Normal,2016-08-22 01:02:00,8,spliff
2,Recharge Rate:,12840,Laser Damage:,Special Damage:,CTA-Trenches,Normal,2016-08-22 01:40:00,10,tengo
2,High,12841,Normal,Normal,CTA-Joy,Normal,2016-08-22 02:01:00,8,tengo
2,Normal,12842,Normal,Normal,CTA-BFD,Normal,2016-08-22 02:35:00,8,Atomos
2,High,12843,Normal,Normal,CTA-Insight,Normal,2016-08-22 02:57:00,6,Atomos
2,Normal,12844,Normal,Normal,CTA-Stank,Normal,2016-08-22 03:22:00,8,Atomos
2,High,12845,Normal,Normal,CTA-Joy,Normal,2016-08-22 04:05:00,6,spliff
2,Normal,12846,Normal,Normal,CTA-Tribal,Normal,2016-08-22 22:15:00,8,Venture
2,High,12847,Normal,Normal,CTA-Joy,Normal,2016-08-22 23:14:00,8,Atomos
2,Very High,12848,High,Normal,CTA-BaitOrSwitch,Normal,2016-08-22 23:41:00,14,Atomos
2,Very High,12849,Normal,Normal,Money-Regen,Assassin,2016-08-23 00:09:00,12,Atomos
2,Recharge Rate:,12850,Laser Damage:,Special Damage:,CTA-GG_Remix,Normal,2016-08-23 00:41:00,14,Atomos
2,Recharge Rate:,12851,Laser Damage:,Special Damage:,CTA-SmearTheFud,Normal,2016-08-23 01:10:00,18,Atomos
2,High,12852,Normal,Normal,CTA-Joy,Normal,2016-08-23 02:08:00,6,tengo
2,Normal,12853,Normal,Normal,CTA-Tribal,Normal,2016-08-23 22:06:00,12,Venture
2,High,12854,Normal,Normal,CTA-Joy,Normal,2016-08-23 23:42:00,10,tela
2,High,12855,Normal,Normal,StraightStrokin,Normal,2016-08-24 00:07:00,14,tela
2,Very High,12856,High,Normal,CTA-BaitOrSwitch,Normal,2016-08-24 00:34:00,12,Venture
2,Very High,12857,Normal,High,GoodCompanynoDHT1.1,Normal,2016-08-24 00:56:00,10,Venture
2,High,12858,Normal,Normal,CTA-Joy,Normal,2016-08-24 01:19:00,8,tengo
2,High,12859,Normal,Normal,CTA-Joy,Normal,2016-08-24 02:42:00,4,tengo
2,High,12860,Normal,Normal,CTA-Joy,Normal,2016-08-24 02:57:00,4,tengo
2,High,12861,Normal,Normal,CTA-Joy,Normal,2016-08-24 03:44:00,4,tengo
2,High,12862,Normal,Normal,CTA-Joy,Normal,2016-08-24 03:58:00,2,niveus
,,12863,,,,,,,
2,High,12864,Normal,Normal,CTA-Joy,Normal,2016-08-24 22:43:00,6,springguy
2,High,12865,Normal,Normal,CTA-Joy,Normal,2016-08-24 23:42:00,10,tengo
2,High,12866,Normal,Normal,CTA-Joy,Normal,2016-08-25 01:38:00,8,springguy
2,High,12867,Normal,Normal,CTA-Joy,Normal,2016-08-25 02:12:00,8,springguy
2,Normal,12868,Normal,Normal,CTA-BFD,Normal,2016-08-25 02:44:00,6,springguy
2,High,12869,Normal,Normal,CTA-Joy,Normal,2016-08-25 22:28:00,8,tengo
2,Very High,12870,High,Normal,CTA-BaitOrSwitch,Normal,2016-08-25 22:59:00,10,tengo
2,Very High,12871,Normal,Normal,Money-Regen,Assassin,2016-08-25 23:32:00,12,tengo
2,Recharge Rate:,12872,Laser Damage:,Special Damage:,CTA-Trenches,Normal,2016-08-26 00:10:00,12,tengo
,,12873,,,,,,,
2,Very High,12874,High,High,Stronghold2.0,Normal,2016-08-26 00:39:00,14,tengo
2,Very High,12875,High,Normal,BaitandSwitch-XL,Normal,2016-08-26 01:07:00,14,tengo
2,High,12876,Normal,Normal,CTA-Joy,Normal,2016-08-26 01:47:00,6,tengo
2,High,12877,Normal,Normal,CTA-Joy,Normal,2016-08-26 21:39:00,10,springguy
2,High,12878,Normal,Normal,CTA-Gamma,Normal,2016-08-26 22:00:00,12,Genocide
2,Normal,12879,Normal,Normal,CTA-Stank,Normal,2016-08-26 22:51:00,10,Genocide
,,12880,,,,,,,
,,12881,,,,,,,
2,High,12882,Normal,Normal,CTA-Joy,Normal,2016-08-26 23:49:00,9,tengo
2,High,12883,Normal,Normal,CTA-Joy,Normal,2016-08-27 01:41:00,10,springguy
2,High,12884,Normal,Normal,CTA-Joy,Normal,2016-08-27 02:10:00,10,tengo
,,12885,,,,,,,
2,High,12886,Normal,Normal,CTA-Joy,Normal,2016-08-27 02:47:00,8,tengo
1,High,12887,Normal,Normal,CTA-Joy,Normal,2016-08-27 03:20:00,6,tengo
2,High,12888,Normal,Normal,CTA-Joy,Normal,2016-08-27 23:28:00,8,Venture
2,Normal,12889,Normal,Normal,CTA-Tribal,Normal,2016-08-27 23:29:00,8,Venture
2,High,12890,Normal,Normal,CTA-Joy,Normal,2016-08-27 23:58:00,8,Atomos
2,High,12891,Normal,Normal,CTA-Joy,Normal,2016-08-28 00:29:00,10,Atomos
2,High,12892,Normal,Normal,CTA-Joy,Normal,2016-08-28 01:10:00,8,Atomos
2,High,12893,Normal,Normal,CTA-Joy,Normal,2016-08-28 22:17:00,8,Atomos
,,12894,,,,,,,
2,Very High,12895,High,Normal,CTA-BaitOrSwitch,Normal,2016-08-28 22:46:00,16,Atomos
2,High,12896,Normal,Normal,CTA-Strokin,Normal,2016-08-28 23:10:00,14,southpaw
2,Very High,12897,Normal,Normal,Money-Regen,Assassin,2016-08-28 23:42:00,14,tengo
2,Very High,12898,Normal,Normal,Clusterd1.3,Assassin,2016-08-29 00:08:00,10,Atomos
2,Very High,12899,High,High,Stronghold2.0,Normal,2016-08-29 00:41:00,11,tengo
2,High,12900,Normal,Normal,CTA-Joy,Normal,2016-08-29 01:12:00,8,tengo
2,High,12901,Normal,Normal,CTA-Joy,Normal,2016-08-29 01:39:00,8,tengo
2,High,12902,Normal,Normal,CTA-Joy,Normal,2016-08-29 02:30:00,4,springguy
2,Recharge Rate:,12903,Laser Damage:,Special Damage:,Lassie1.4NoDHT,Normal,2016-08-29 22:38:00,12,Venture
2,Normal,12904,Normal,Normal,kennedyNoDHT,Assassin,2016-08-29 23:07:00,12,Venture
,,12905,,,,,,,
2,Normal,12906,Normal,Normal,CTA-Tribal,Normal,2016-08-30 23:16:00,8,Venture
2,High,12907,Normal,Normal,CTA-Joy,Normal,2016-08-31 00:04:00,10,tengo
2,High,12908,Normal,Normal,CTA-Joy,Normal,2016-08-31 01:07:00,8,tengo
2,High,12909,Normal,Normal,CTA-Joy,Normal,2016-08-31 02:06:00,6,tengo
2,High,12910,Normal,Normal,CTA-Joy,Normal,2016-08-31 03:06:00,4,tengo
2,High,12911,Normal,Normal,CTA-Joy,Normal,2016-08-31 22:15:00,8,tengo
2,High,12912,Normal,Normal,CTA-Joy,Normal,2016-08-31 22:43:00,8,tengo
2,Normal,12913,Normal,Normal,CTA-BFD,Normal,2016-08-31 23:56:00,6,tengo
2,High,12914,Normal,Normal,CTA-Joy,Normal,2016-09-01 00:41:00,8,tengo
2,High,12915,Normal,Normal,CTA-Gamma,Normal,2016-09-01 01:16:00,8,springguy
2,High,12916,Normal,Normal,CTA-Joy,Normal,2016-09-02 22:15:00,8,Atomos
2,High,12917,Normal,Normal,CTA-Joy,Normal,2016-09-02 22:38:00,10,Atomos
2,Recharge Rate:,12918,Laser Damage:,Special Damage:,Speedball.X,Normal,2016-09-02 23:07:00,10,springguy
2,Normal,12919,Normal,Normal,CTA-Tribal,Normal,2016-09-02 23:35:00,12,Atomos
2,Very High,12920,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-03 00:03:00,14,Atomos
2,High,12921,Normal,Normal,Gamma.0.2,Normal,2016-09-03 00:27:00,12,Atomos
2,High,12922,Normal,Normal,CTA-Joy,Normal,2016-09-03 00:43:00,10,Atomos
2,High,12923,Normal,Normal,CTA-Joy,Normal,2016-09-03 22:57:00,8,cyro
2,High,12924,Normal,Normal,CTA-Chirp,Normal,2016-09-03 23:27:00,8,southpaw
2,High,12925,Normal,Normal,CTA-Joy,Normal,2016-09-03 23:54:00,10,Atomos
2,Normal,12926,Normal,Normal,CTA-Stank,Normal,2016-09-04 00:28:00,8,Atomos
2,Normal,12927,Normal,Normal,CTA-Tribal,Normal,2016-09-04 23:55:00,8,Venture
2,Recharge Rate:,12928,Laser Damage:,Special Damage:,CTA-Lambda,Normal,2016-09-05 00:18:00,6,Venture
2,High,12929,Normal,Normal,CTA-Joy,Normal,2016-09-05 00:40:00,8,Venture
2,High,12930,Normal,Normal,CTA-Joy,Normal,2016-09-05 21:47:00,8,tengo
2,High,12931,Normal,Normal,CTA-Joy,Normal,2016-09-05 22:23:00,8,Atomos
2,Very High,12932,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-05 23:00:00,12,Venture
2,High,12933,Normal,Normal,CTA-Joy,Normal,2016-09-05 23:36:00,10,tengo
2,High,12934,Normal,Normal,CTA-Joy,Normal,2016-09-06 00:01:00,8,tengo
2,High,12935,Normal,Normal,CTA-Joy,Normal,2016-09-06 21:23:00,8,tengo
2,High,12936,Normal,Normal,CTA-Joy,Normal,2016-09-06 22:13:00,6,tengo
2,Normal,12937,Normal,Normal,CTA-Stank,Normal,2016-09-06 22:41:00,8,tengo
2,Very High,12938,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-06 23:24:00,12,tengo
2,High,12939,Normal,Normal,CTA-Joy,Normal,2016-09-07 00:02:00,10,tengo
2,Very High,12940,Normal,Normal,Clusterd1.3,Assassin,2016-09-07 00:35:00,6,tengo
2,High,12941,Normal,Normal,CTA-Joy,Normal,2016-09-07 01:09:00,6,tengo
2,High,12942,Normal,Normal,CTA-Joy,Normal,2016-09-07 20:33:00,6,Atomos
2,High,12943,Normal,Normal,CTA-Joy,Normal,2016-09-07 21:00:00,8,tengo
2,Very High,12944,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-07 21:33:00,8,tengo
,,12945,,,,,,,
2,Normal,12946,Normal,Normal,CTA-Stank,Normal,2016-09-07 22:02:00,12,tengo
2,High,12947,Normal,Normal,CTA-Joy,Normal,2016-09-07 22:47:00,8,tengo
2,High,12948,Normal,Normal,CTA-Joy,Normal,2016-09-07 23:15:00,10,tengo
2,High,12949,Normal,Normal,CTA-Joy,Normal,2016-09-07 23:58:00,8,tengo
2,High,12950,Normal,Normal,CTA-Joy,Normal,2016-09-08 00:39:00,8,tengo
2,High,12951,Normal,Normal,CTA-Joy,Normal,2016-09-08 01:17:00,8,tengo
2,High,12952,Normal,Normal,CTA-Joy,Normal,2016-09-08 20:54:00,8,tengo
2,Very High,12953,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-08 22:59:00,10,tengo
,,12954,,,,,,,
,,12955,,,,,,,
2,Very High,12956,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-08 23:29:00,10,tengo
,,12957,,,,,,,
,,12958,,,,,,,
2,High,12959,Normal,Normal,CTA-Joy,Normal,2016-09-09 00:13:00,8,Atomos
,,12960,,,,,,,
,,12961,,,,,,,
,,12962,,,,,,,
,High,12963,Normal,Normal,CTA-Joy,Normal,2016-09-09 02:02:00,8,tengo
2,Normal,12964,Normal,Normal,CTA-BFD,Normal,2016-09-09 02:46:00,6,Atomos
2,High,12965,Normal,Normal,CTA-Joy,Normal,2016-09-09 22:59:00,8,Atomos
2,High,12966,Normal,Normal,CTA-Joy,Normal,2016-09-10 01:50:00,8,Atomos
2,High,12967,Normal,Normal,CTA-Joy,Normal,2016-09-10 01:52:00,4,Atomos
2,High,12968,Normal,Normal,CTA-Joy,Normal,2016-09-10 18:53:00,4,Atomos
2,Recharge Rate:,12969,Laser Damage:,Special Damage:,CTA-Conquer,Normal,2016-09-10 22:19:00,8,Atomos
2,Recharge Rate:,12970,Laser Damage:,Special Damage:,CTA-Socket,Normal,2016-09-11 00:03:00,10,Atomos
2,Recharge Rate:,12971,Laser Damage:,Special Damage:,CTA-Conquer,Normal,2016-09-11 00:28:00,10,Atomos
2,Very High,12972,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-11 00:50:00,12,Atomos
2,Very High,12973,High,Normal,SmearUltimate,Normal,2016-09-11 01:18:00,12,Atomos
2,High,12974,Normal,Normal,CTA-Joy,Normal,2016-09-11 02:00:00,8,Atomos
2,High,12975,Normal,Normal,CTA-Joy,Normal,2016-09-11 02:45:00,6,Atomos
2,Normal,12976,Normal,Normal,CTA-BFD,Normal,2016-09-11 03:00:00,4,Atomos
2,High,12977,Normal,Normal,CTA-Joy,Normal,2016-09-11 03:29:00,4,Atomos
2,High,12978,Normal,Normal,CTA-Joy,Normal,2016-09-11 21:25:00,10,Atomos
2,Recharge Rate:,12979,Laser Damage:,Special Damage:,CTA-Conquer,Normal,2016-09-11 21:50:00,8,Atomos
2,Recharge Rate:,12980,Laser Damage:,Special Damage:,CTA-Joy-Assassin,Assassin,2016-09-11 23:03:00,8,Atomos
2,Normal,12981,Normal,Normal,CTA-Stank,Normal,2016-09-11 23:23:00,8,Atomos
2,High,12982,Normal,Normal,CTA-Joy,Normal,2016-09-12 21:51:00,10,tits
2,High,12983,Normal,Normal,CTA-Chirp,Normal,2016-09-12 22:26:00,10,Venture
2,Normal,12984,Normal,Normal,CTA-Stank,Normal,2016-09-14 23:52:00,10,tits
2,High,12985,Normal,Normal,CTA-Joy,Normal,2016-09-15 21:37:00,8,Atomos
2,High,12986,Normal,Normal,CTA-Joy,Normal,2016-09-16 22:26:00,10,Venture
2,High,12987,Normal,Normal,CTA-Joy,Normal,2016-09-16 23:42:00,8,Venture
2,Very High,12988,Normal,High,GoodCompanynoDHT1.1,Normal,2016-09-16 23:44:00,8,Venture
,,12989,,,,,,,
2,Very High,12990,High,Normal,ZODIAC,Domination,2016-09-17 00:24:00,8,Venture
2,High,12991,Normal,Normal,CTA-Joy,Normal,2016-09-17 18:00:00,10,Atomos
2,Very High,12992,Normal,Normal,Ballin.0.3,Normal,2016-09-17 18:41:00,8,southpaw
2,High,12993,Normal,Normal,CTA-Joy,Normal,2016-09-17 22:39:00,8,Genocide
2,Normal,12994,Normal,Normal,SGLGO2011,Normal,2016-09-17 23:19:00,8,Venture
,,12995,,,,,,,
,,12996,,,,,,,
2,Very High,12997,High,Normal,CTA-SmearUltimate,Normal,2016-09-17 23:43:00,8,southpaw
,,12998,,,,,,,
,,12999,,,,,,,
,,13000,,,,,,,
2,High,13001,Normal,Normal,CTA-Joy,Normal,2016-09-18 00:24:00,8,omit
2,High,13002,Normal,Normal,CTA-Joy,Normal,2016-09-18 01:28:00,6,Atomos
2,High,13003,Normal,Normal,CTA-Joy,Normal,2016-09-18 02:55:00,4,tengo
2,High,13004,Normal,Normal,CTA-Joy,Normal,2016-09-18 17:28:00,8,Genocide
,,13005,,,,,,,
2,Very High,13006,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-18 21:57:00,14,omit
,,13007,,,,,,,
2,High,13008,Normal,Normal,CTA-Joy,Normal,2016-09-18 22:01:00,10,omit
2,High,13009,Normal,Normal,CTA-Joy,Normal,2016-09-18 22:46:00,10,ctanizem
,,13010,,,,,,,
,,13011,,,,,,,
2,Normal,13012,Normal,Normal,SGLGO2011,Normal,2016-09-19 22:06:00,8,omit
2,High,13013,Normal,Normal,CTA-Joy,Normal,2016-09-19 22:07:00,6,omit
2,High,13014,High,Normal,CTA-Entice,Normal,2016-09-19 22:36:00,8,omit
2,High,13015,Normal,Normal,CTA-Joy,Normal,2016-09-19 23:29:00,6,omit
2,High,13016,Normal,Normal,CTA-Joy,Normal,2016-09-20 00:46:00,8,omit
2,High,13017,Normal,Normal,CTA-Joy,Normal,2016-09-20 01:58:00,8,omit
,,13018,,,,,,,
,,13019,,,,,,,
2,High,13020,Normal,Normal,CTA-Joy,Normal,2016-09-20 22:20:00,6,omit
2,High,13021,High,Normal,Entice_0.5,Normal,2016-09-20 22:44:00,8,ctanizem
2,High,13022,Normal,Normal,CTA-Joy,Normal,2016-09-20 23:38:00,10,omit
2,Recharge Rate:,13023,Laser Damage:,Special Damage:,CTA-Conquer,Normal,2016-09-21 00:01:00,10,Atomos
2,Very High,13024,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-21 00:03:00,10,omit
2,Very High,13025,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-21 00:25:00,8,tengo
2,High,13026,Normal,Normal,CTA-Joy,Normal,2016-09-21 01:33:00,8,tengo
2,Recharge Rate:,13027,Laser Damage:,Special Damage:,GO_Mini,Normal,2016-09-21 21:55:00,8,omit
2,High,13028,Normal,Normal,CTA-Joy,Normal,2016-09-21 22:23:00,10,omit
2,Recharge Rate:,13029,Laser Damage:,Special Damage:,GO_Mini,Normal,2016-09-21 22:47:00,8,omit
2,Very High,13030,High,Normal,CTA-BaitOrSwitch,Normal,2016-09-21 23:37:00,14,tengo
